Address,Price
"184/1 Causewayside, Edinburgh, EH9 1PN","£245,000  on 12 April 2024"
"11 Baberton Mains Hill, Edinburgh, EH14 3DT","£224,000  on 12 April 2024"
"59 Baberton Mains Drive, Edinburgh, EH14 3DD","£311,217  on 12 April 2024"
"23/2, Magdalene Drive, Edinburgh, EH15 3DU","£143,000  on 12 April 2024"
"23 Orchard Road South, Edinburgh, EH4 3EL","£842,542  on 12 April 2024"
"63 Easter Warriston, Edinburgh, EH7 4QY","£305,000  on 12 April 2024"
"23/1, Orwell Place, Edinburgh, EH11 2AD","£151,000  on 12 April 2024"
"24 Sandilands Road, Edinburgh, EH16 4AF","£265,000  on 12 April 2024,£265,000  on 26 August 2022"
"34 Barntongate Terrace, Edinburgh, EH4 8BU","£220,000  on 12 April 2024,£229,950  on 28 July 2023"
"The Lodge, 9 Drum Terrace, Edinburgh, EH7 5NB","£680,000  on 12 April 2024,£440,000  on 17 March 2022"
"5/5, Portobello Road, Edinburgh, EH8 7AY","£180,000  on 12 April 2024"
"36 Belford Avenue, Edinburgh, EH4 3EJ","£832,500  on 12 April 2024"
"19 London Street, Edinburgh, EH3 6LY","£675,000  on 12 April 2024"
"9 Macdowall Road, Edinburgh, EH9 3ED","£321,000  on 12 April 2024"
"76 March Road, Edinburgh, EH4 3SY","£350,000  on 12 April 2024"
"133/2, Hutchison Road, Edinburgh, EH14 1PG","£165,500  on 12 April 2024"
"14 Keggie Crescent, Edinburgh, EH17 8ZY","£329,995  on 12 April 2024"
"50, Netherby Road, Edinburgh, EH5 3LX","£365,000  on 12 April 2024"
"22 Friars Croft Road, South Queensferry, EH30 9DZ","£430,000  on 12 April 2024"
"41/3, Hoseason Gardens, Edinburgh, EH4 7HA","£140,000  on 12 April 2024"
"5/7, Craigend Park, Edinburgh, EH16 5XY","£206,000  on 12 April 2024"
"5/8, Sinclair Place, Edinburgh, EH11 1AG","£276,100  on 12 April 2024"
"16/1, Stenhouse Avenue West, Edinburgh, EH11 3EU","£157,000  on 12 April 2024,£130,000  on 16 July 2021"
"228 Lanark Road, Edinburgh, EH14 2LE","£585,000  on 12 April 2024"
"2F1, 244 Dalry Road, Edinburgh, EH11 2JG","£294,000  on 12 April 2024"
"13 Kirklands Park Rigg, Kirkliston, West Lothian, EH29 9EZ","£230,000  on 12 April 2024"
"94 Temple Park Crescent, Edinburgh, EH11 1HZ","£355,000  on 12 April 2024"
"20/7, Saltire Street, Edinburgh, EH5 1PT","£147,250  on 12 April 2024"
"6 Canning Street Lane, Edinburgh, EH3 8ER","£515,000  on 12 April 2024"
"14/2 Wardieburn Place East, Edinburgh, EH5 1DW","£135,000  on 12 April 2024"
"30 Oxgangs House, Oxgangs Grove, Edinburgh, EH13 9HE","£145,000  on 12 April 2024"
"3/2 Cables Wynd, Edinburgh, EH6 6DU","£292,500  on 12 April 2024"
"19/3, Old Fishmarket Close, Edinburgh, EH1 1AE","£260,000  on 12 April 2024"
"141 Meadowspot, Edinburgh, EH10 5UY","£858,166  on 12 April 2024"
"12 St. Peters Buildings, Edinburgh, EH3 9PG","£292,200  on 12 April 2024,£285,000  on 16 September 2021"
"11/2 Ladywell Road, Edinburgh, EH12 7TA","£245,000  on 12 April 2024"
"53 Bellevue Road, Edinburgh, EH7 4DJ","£228,700  on 12 April 2024,£198,000  on 14 May 2021"
"10 Craighall Crescent, Edinburgh, EH6 4RY","£330,000  on 12 April 2024,£323,000  on 27 May 2022"
"16 Friars Croft Road, Edinburgh, EH30 9DZ","£430,000  on 11 April 2024"
"25 Royal Park Terrace, Edinburgh, EH8 8JB","£294,700  on 11 April 2024"
"122 Niddrie Marischal Crescent, Edinburgh, EH16 4LL","£230,000  on 11 April 2024"
"Flat 4, 16 Margaret Thomson Crescent, Edinburgh, EH6 7FD","£281,995  on 11 April 2024"
"26 Redford Loan, Edinburgh, EH13 0AX","£485,580  on 11 April 2024"
"258 Marionville Road, Edinburgh, EH7 6BQ","£330,000  on 11 April 2024"
"16 Parkhead View, Edinburgh, EH11 4RT","£160,000  on 11 April 2024"
"10 Clarkson Road, Edinburgh, EH17 8ZD","£287,995  on 11 April 2024"
"3F3, 62 Eyre Place, Edinburgh, EH3 5EJ","£308,600  on 11 April 2024"
"39 Simpson Loan, Edinburgh, EH3 9GW","£289,000  on 11 April 2024"
"24 The Murrays Brae, Edinburgh, EH17 8UG","£257,500  on 11 April 2024"
"14/49 Maxwell Street, Edinburgh, EH10 5HU","£170,000  on 11 April 2024"
"24 East Trinity Road, Edinburgh, EH5 3DJ","£411,000  on 11 April 2024"
"Flat 53, Lyle Court, 25 Barnton Grove, Edinburgh, EH4 6EZ","£260,000  on 11 April 2024"
"8/11 Shore, Edinburgh, EH6 6QN","£173,425  on 11 April 2024"
"94 Candlemaker's Park, Edinburgh, EH17 8TN","£355,000  on 11 April 2024"
"Flat 1, 17 Carswell Walk, Scotstoun, South Queensferry, EH30 9DJ","£183,000  on 11 April 2024"
"11A, Threipmuir Place, Balerno, EH14 7HA","£170,000  on 11 April 2024"
"46 Macdermott Avenue, Edinburgh, EH12 0DH","£430,995  on 11 April 2024"
"16 Bonaly Wester, Edinburgh, EH13 0RQ","£420,000  on 11 April 2024,£370,000  on 23 November 2020"
"Flat 10, 3 East Pilton Farm Avenue, Edinburgh, EH5 2QD","£220,000  on 11 April 2024"
"9/1, 9/1, Inchkeith Court, Edinburgh, EH7 4PG","£117,000  on 11 April 2024"
"9 Grange Loan, Edinburgh, EH9 2NP","£320,000  on 11 April 2024,£315,000  on 12 November 2021"
"112 Polwarth Gardens, Edinburgh, EH11 1LH","£320,000  on 11 April 2024,£330,000  on 4 November 2021"
"4 Thistle Place, Edinburgh, EH11 1JH","£255,050  on 11 April 2024"
"15 Liston Road, Kirkliston, EH29 9DQ","£170,000  on 10 April 2024,£167,051  on 20 August 2021"
"19/8, Flat 19, 8 Meggetland Square, Edinburgh, EH14 1XP","£601,000  on 10 April 2024"
"2 East Pilton Farm Crescent, Edinburgh, EH5 2GH","£268,000  on 10 April 2024"
"43 Albion Road, Edinburgh, EH7 5QP","£145,000  on 10 April 2024"
"43 Broomhouse Avenue, Edinburgh, EH11 3SD","£235,000  on 10 April 2024"
"3 Douglas Gardens, Edinburgh, EH4 3DA","£391,000  on 10 April 2024"
"9 Kirkhill Drive, Edinburgh, EH16 5DH","£498,000  on 10 April 2024"
"3F1, 17 West Preston Street, Edinburgh, EH8 9PU","£463,123  on 10 April 2024"
"20/6, Dryden Street, Edinburgh, EH7 4PN","£200,000  on 10 April 2024"
"57/4, Balbirnie Place, Edinburgh, EH12 5JL","£197,444  on 10 April 2024"
"133 Meadowspot, Edinburgh, EH10 5UY","£990,100  on 10 April 2024"
"Flat 32, 6 Simpson Loan, Edinburgh, EH3 9GT","£290,000  on 10 April 2024"
"11 Glengyle Terrace, Edinburgh, EH3 9LN","£1,280,000  on 10 April 2024"
"15 Cargil Terrace, Edinburgh, EH5 3ND","£435,000  on 9 April 2024"
"88/7, Duke Street, Edinburgh, EH6 8HL","£126,000  on 9 April 2024"
"1/73, Mount Grange, Edinburgh, EH9 2QY","£120,000  on 9 April 2024"
"Flat 7, 21 Geissler Drive, Edinburgh, EH6 6AN","£309,995  on 9 April 2024"
"Flat 5, 25 Umbrella Pine Terrace, Edinburgh, EH4 8FT","£295,000  on 9 April 2024"
"28 Buckstone Howe, Edinburgh, EH10 6XF","£262,000  on 9 April 2024"
"26a Great King Street, Edinburgh, EH3 6QH","£690,000  on 9 April 2024"
"12/1 Murrayfield Road, Edinburgh, EH12 6EJ","£445,000  on 9 April 2024"
"74 Parkhead Drive, Edinburgh, EH11 4SW","£185,523  on 9 April 2024"
"Flat 4, 14B/4, Riversdale Crescent, Edinburgh, EH12 5QT","£520,000  on 9 April 2024"
"27/103 West Savile Terrace, Edinburgh, EH9 3DR","£304,000  on 9 April 2024"
"16 Lochrin Place, Edinburgh, EH3 9QS","£215,000  on 9 April 2024,£190,000  on 20 August 2021"
"3/8 Dryden Gait, Edinburgh, EH7 4QR","£245,774  on 9 April 2024,£190,000  on 23 March 2020"
"60A, Craigmillar Park, Edinburgh, EH16 5PU","£333,350  on 9 April 2024"
"61 Bingham Avenue, Edinburgh, EH15 3HY","£165,000  on 9 April 2024"
"54 Frederick Street, Edinburgh, EH2 1LS","£315,000  on 9 April 2024"
"7/2, Perdrixknowe 82 Colinton Road, Edinburgh, EH14 1AF","£175,000  on 9 April 2024"
"16/3 Murrayburn Place, Edinburgh, EH14 2RR","£140,000  on 9 April 2024"
"2/6 East Pilton Farm Avenue, Edinburgh, EH5 2GA","£240,000  on 9 April 2024"
"52 Fernieside Crescent, Edinburgh, EH17 7HR","£210,000  on 9 April 2024"
"20 Brocken Brigg Parkway, Edinburgh, EH17 8NT","£399,995  on 9 April 2024"
"7/2, Hartington Gardens, Edinburgh, EH10 4LD","£380,000  on 9 April 2024"
"Flat 15, 33 James Gall Wynd, Edinburgh, EH16 5FG","£589,995  on 9 April 2024"
"Flat 2, 27 Lanark Road, Edinburgh, EH14 1TG","£410,000  on 9 April 2024"
"4 Threipmuir Avenue, Balerno, EH14 7EY","£285,000  on 9 April 2024"
"105 Kingsknowe Road North, Edinburgh, EH14 2DQ","£260,000  on 9 April 2024,£207,000  on 12 February 2021"
"110 Redhall Drive, Edinburgh, EH14 2DT","£235,000  on 9 April 2024"
"2 Glen Street, Edinburgh, EH3 9JF","£168,000  on 9 April 2024"
"91/46 Henderson Row, Edinburgh, EH3 5BH","£172,500  on 9 April 2024"
"82/2 Shore, Edinburgh, EH6 6RG","£170,000  on 9 April 2024"
"12B, Albany Street, Edinburgh, EH1 3QB","£685,000  on 8 April 2024"
"34/4 Elbe Street, Edinburgh, EH6 7HW","£205,000  on 8 April 2024"
"3/7 Ferry Gait Place, Edinburgh, EH4 4GN","£170,000  on 8 April 2024,£150,000  on 18 June 2021"
"21/3, Drumsheugh Gardens, Edinburgh, EH3 7RW","£475,000  on 8 April 2024"
"12/18 Brunswick Street, Edinburgh, EH7 5JD","£285,000  on 8 April 2024"
"20, Downfield Place, Edinburgh, EH11 2EL","£170,125  on 8 April 2024"
"19 East Camus Road, Edinburgh, EH10 6RE","£570,000  on 8 April 2024"
"19/5, Annandale Street, Edinburgh, EH7 4AW","£340,000  on 8 April 2024"
"10 Hutchison View, Edinburgh, EH14 1RX","£235,000  on 8 April 2024"
"22 Viewforth Gardens, Edinburgh, EH10 4ET","£435,000  on 8 April 2024"
"152 Pilton Avenue, Edinburgh, EH5 2JZ","£160,000  on 8 April 2024"
"74 Craigentinny Avenue, Edinburgh, EH7 6PX","£250,000  on 8 April 2024"
"5/1 Pilton Drive North, Edinburgh, EH5 1NU","£155,500  on 8 April 2024"
"Flat 11, 2 Milligan Drive, Edinburgh, EH16 4WJ","£190,000  on 8 April 2024"
"54 Great King Street, Edinburgh, EH3 6QY","£537,000  on 8 April 2024"
"58 Sighthill Loan, Edinburgh, EH11 4NR","£200,000  on 8 April 2024"
"25 Elgin Terrace, Edinburgh, EH7 5PB","£179,000  on 8 April 2024"
"25 Elgin Terrace, Edinburgh, EH7 5PB","£179,000  on 8 April 2024"
"89/66, Holyrood Road, Edinburgh, EH8 8BA","£320,000  on 8 April 2024"
"22 House O'hill Crescent, Edinburgh, EH4 5DH","£765,000  on 8 April 2024"
"Flat 16, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£395,000  on 8 April 2024"
"Flat 4, 1 St James Place, New Town, Edinburgh, EH1 3BP","£864,000  on 8 April 2024"
"Flat 18, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£1,465,000  on 8 April 2024"
"14 Craigleith Avenue North, Edinburgh, EH4 3LG","£617,000  on 8 April 2024"
"Flat 9, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£515,000  on 8 April 2024"
"3 Hudson Gait, Edinburgh, EH6 6AU","£371,000  on 8 April 2024,£380,000  on 3 April 2024,£349,000  on 16 December 2019"
"66/6, Longstone Street, Edinburgh, EH14 2DA","£155,000  on 8 April 2024"
"13 Liston Drive, Kirkliston, West Lothian, EH29 9BY","£215,000  on 8 April 2024"
"31 Viewforth, Edinburgh, EH10 4JE","£430,000  on 8 April 2024"
"Flat 5, 13 Clockmill Lane, Edinburgh, EH8 8HY","£175,000  on 8 April 2024"
"203/3 Duddingston Park South, Edinburgh, EH15 3EJ","£182,500  on 8 April 2024,£157,000  on 5 February 2021"
"15/7 East Suffolk Park, Edinburgh, EH16 5PN","£425,000  on 8 April 2024"
"1/7 Fauldburn, Edinburgh, EH12 8YQ","£106,500  on 8 April 2024"
"3/2, Dundee Terrace, Edinburgh, EH11 1DL","£285,697  on 5 April 2024"
"14 Todshaugh Gardens, Kirkliston, EH29 9GE","£295,000  on 5 April 2024"
"47 Caiystane Avenue, Edinburgh, EH10 6SH","£520,000  on 5 April 2024"
"Flat 1F2, 328 Leith Walk, Edinburgh, EH6 5BU","£273,500  on 5 April 2024"
"103 Colinton Mains Grove, Edinburgh, EH13 9DE","£266,000  on 5 April 2024"
"6 Viewforth Road, South Queensferry, EH30 9NF","£457,000  on 5 April 2024"
"72 Montgomery Street, Edinburgh, EH7 5JA","£408,000  on 5 April 2024,£360,000  on 28 September 2020"
"Flat 3, 39 Craw Yard Drive, Edinburgh, EH12 9LU","£238,100  on 5 April 2024"
"Flat 3F3, 1 Spiers Place, Edinburgh, EH6 6DB","£265,500  on 5 April 2024"
"5/5, Oxgangs Place, Edinburgh, EH13 9BG","£145,000  on 5 April 2024"
"13 Keggie Avenue, Edinburgh, EH17 8ZT","£420,995  on 5 April 2024"
"39 Orchardhead Road, Edinburgh, EH16 6HS","£486,000  on 5 April 2024"
"27/9, Gardner's Crescent, Edinburgh, EH3 8DF","£192,302  on 5 April 2024"
"3 Mortonhall Park Loan, Edinburgh, EH17 8SN","£355,000  on 5 April 2024"
"94 Newton Village, Dalkeith, EH22 1SW","£172,500  on 5 April 2024"
"17 Ferniehill Square, Edinburgh, EH17 7AP","£240,171  on 5 April 2024"
"68/2, Joppa Road, Edinburgh, EH15 2ET","£262,500  on 5 April 2024"
"7 Dundas Home Farm, South Queensferry, EH30 9SS","£550,000  on 5 April 2024,£417,600  on 31 January 2020"
"2F3, 1 Downfield Place, Edinburgh, EH11 2EH","£158,000  on 5 April 2024"
"Flat 2, 17 Thistle Street, Edinburgh, EH2 1DF","£347,000  on 5 April 2024"
"6/2 Rosebery Crescent, Edinburgh, EH12 5JP","£440,000  on 5 April 2024"
"55 Hillpark Grove, Edinburgh, EH4 7EE","£565,000  on 5 April 2024"
"25/6, Gayfield Square, Edinburgh, EH1 3PA","£600,000  on 5 April 2024"
"59/2 Grange Loan, Edinburgh, EH9 2EG","£830,000  on 5 April 2024"
"28/21 Roseburn Place, Edinburgh, EH12 5NX","£303,000  on 5 April 2024"
"114 Gyle Park Gardens, Edinburgh, EH12 8NU","£230,000  on 5 April 2024"
"11 St. Stephen Place, Edinburgh, EH3 5AJ","£226,500  on 5 April 2024"
"4/7 North Werber Park, Edinburgh, EH4 1TD","£193,000  on 5 April 2024"
"1/2 Hopetoun Crescent, Edinburgh, EH7 4AY","£251,800  on 5 April 2024"
"370 Colinton Mains Road, Edinburgh, EH13 9BS","£251,000  on 5 April 2024"
"18/3 Polwarth Gardens, Edinburgh, EH11 1LW","£415,000  on 5 April 2024"
"20 Ainslie Place, Edinburgh, EH3 6AU","£1,750,000  on 5 April 2024"
"7 Westfield Road, Edinburgh, EH11 2QT","£158,000  on 5 April 2024"
"67/27 Giles Street, Edinburgh, EH6 6DD","£255,000  on 5 April 2024"
"14 Alnwickhill Terrace, Edinburgh, EH16 6YD","£152,500  on 5 April 2024"
"35 Ravelston Garden, Edinburgh, EH4 3LF","£465,000  on 5 April 2024,£385,000  on 14 February 2020"
"60 Crewe Place, Edinburgh, EH5 2LN","£176,000  on 5 April 2024,£157,555  on 4 June 2021,£151,500  on 5 October 2020"
"1F2, 8 Upper Grove Place, Edinburgh, EH3 8AU","£183,000  on 5 April 2024"
"6 Corstorphine Park Gardens, Edinburgh, EH12 7HH","£420,000  on 5 April 2024"
"15 Park Avenue, Edinburgh, EH15 1JT","£380,000  on 5 April 2024"
"47 Easter Drylaw Gardens, Edinburgh, EH4 2RL","£235,000  on 5 April 2024"
"11 Featherhall Crescent South, Edinburgh, EH12 7UL","£620,000  on 5 April 2024"
"2F1, 1 Roseneath Place, Edinburgh, EH9 1JB","£340,000  on 5 April 2024"
"130A, St. Stephen Street, Edinburgh, EH3 5AD","£166,000  on 5 April 2024"
"95 Bingham Avenue, Edinburgh, EH15 3HY","£170,000  on 5 April 2024"
"32 Gayfield Square, Edinburgh, EH1 3PA","£725,000  on 5 April 2024"
"16/4, Calder Drive, Edinburgh, EH11 4LS","£120,000  on 5 April 2024"
"1/1, 8 Nicolson Square, Edinburgh, EH8 9BH","£375,000  on 5 April 2024"
"15 Spottiswoode Road, Edinburgh, EH9 1BH","£460,000  on 5 April 2024"
"36/2, West Craigs Crescent, Edinburgh, EH12 8NB","£157,000  on 5 April 2024"
"8 Oxgangs Medway, Edinburgh, EH13 9LP","£209,010  on 5 April 2024"
"4 Balmwell Terrace, Edinburgh, EH16 6PR","£130,000  on 5 April 2024"
"8 Figgate Street, Edinburgh, EH15 1HL","£185,000  on 5 April 2024,£176,000  on 30 September 2022"
"Flat 2, 22 Pillans Place, Edinburgh, EH6 7AZ","£368,000  on 5 April 2024,£256,500  on 5 February 2020"
"52/3, Whitson Road, Edinburgh, EH11 3BT","£155,000  on 5 April 2024"
"88 Bonnybridge Drive, Edinburgh, EH15 3FL","£401,300  on 5 April 2024"
"24 Tansy Street, Currie, EH14 6AZ","£820,000  on 5 April 2024"
"19 Tansy Street, Currie, EH14 6AZ","£580,000  on 5 April 2024"
"37 Craiglockhart Terrace, Edinburgh, EH14 1AJ","£366,995  on 5 April 2024,£360,000  on 12 November 2020"
"9 Priory Grove, South Queensferry, West Lothian, EH30 9LZ","£675,000  on 5 April 2024"
"16/4 Boat Green, Edinburgh, EH3 5LN","£170,000  on 5 April 2024"
"Flat 4, 1b Traquair Park West, Edinburgh, EH12 7AN","£285,000  on 5 April 2024"
"12 Parkside Terrace, Edinburgh, EH16 5BL","£400,000  on 5 April 2024"
"20a Ainslie Place, Edinburgh, EH3 6AU","£535,000  on 5 April 2024,£350,000  on 4 December 2020"
"66 Northumberland Street, Edinburgh, EH3 6JE","£3,100,000  on 5 April 2024"
"6/19 Roseburn Drive, Edinburgh, EH12 5NS","£172,150  on 5 April 2024"
"13/6 Clark Place, Edinburgh, EH5 3BQ","£180,000  on 5 April 2024"
"41 Lutton Place, Edinburgh, EH8 9PF","£275,000  on 5 April 2024"
"4a Fettes Row, Edinburgh, EH3 6SF","£760,000  on 5 April 2024"
"5 Southbank Court, Easter Park Drive, Edinburgh, EH4 6SH","£356,000  on 5 April 2024"
"80/1 Sleigh Drive, Edinburgh, EH7 6EJ","£132,500  on 5 April 2024"
"25/1 Murrayburn Place, Edinburgh, EH14 2RT","£86,450  on 5 April 2024"
"2 Marischal Place, Edinburgh, EH4 3NE","£185,000  on 5 April 2024"
"9/6 Timber Bush, Edinburgh, EH6 6QR","£228,000  on 5 April 2024"
"Flat 14, 6 Arneil Drive, Edinburgh, EH5 2GR","£165,000  on 5 April 2024"
"60 Eyre Place, Edinburgh, EH3 5EJ","£290,000  on 5 April 2024"
"2/1 Western Harbour Terrace, Edinburgh, EH6 6JQ","£327,000  on 5 April 2024"
"83 St. Katharine's Crescent, Edinburgh, EH16 6PZ","£190,000  on 5 April 2024"
"88/3, Craighouse Gardens, Edinburgh, EH10 5LW","£306,000  on 5 April 2024,£200,000  on 4 June 2021"
"30 Craigmount Park, Edinburgh, EH12 8EE","£490,000  on 5 April 2024"
"19 Winton Drive, Edinburgh, EH10 7ES","£400,000  on 5 April 2024"
"3/5, Brand Drive, Edinburgh, EH15 3AL","£110,000  on 5 April 2024"
"8/5, Craigleith Avenue South, Edinburgh, EH4 3LQ","£385,000  on 5 April 2024"
"13 Brocken Brigg Parkway, Gilmerton, Edinburgh, EH17 8NU","£295,995  on 5 April 2024"
"Gf, 22 Buckingham Terrace, Edinburgh, EH4 3AD","£625,000  on 5 April 2024"
"23 Ferniehill Road, Edinburgh, EH17 7AE","£340,000  on 5 April 2024"
"4/8, Hermitage Park, Edinburgh, EH6 8HB","£165,000  on 5 April 2024"
"Flat 4, Norwood Grange, 70 Canaan Lane, Edinburgh, EH10 4SG","£580,000  on 5 April 2024"
"11 Gilroy Road, Edinburgh, EH6 6AR","£325,000  on 5 April 2024,£282,500  on 6 August 2020"
"8 Moat Terrace, Edinburgh, EH14 1PR","£240,000  on 5 April 2024,£130,000  on 19 August 2022"
"87/79, Pennywell Gardens, Edinburgh, EH4 4TF","£108,000  on 5 April 2024"
"88/3, Craighouse Gardens, Edinburgh, EH10 5LW","£306,000  on 5 April 2024,£200,000  on 4 June 2021"
"4/16 St. Patrick Square, Edinburgh, EH8 9EZ","£205,000  on 5 April 2024"
"10 Craiglea Drive, Edinburgh, EH10 5PA","£265,000  on 5 April 2024,£245,000  on 22 January 2021"
"6/12 Hawthornden Place, Edinburgh, EH7 4RG","£245,000  on 5 April 2024,£242,000  on 28 October 2022"
"43/1 York Road, Edinburgh, EH5 3EG","£239,000  on 5 April 2024,£230,000  on 19 November 2021"
"12/2 Burns Street, Edinburgh, EH6 8DS","£155,000  on 5 April 2024"
"372b/2 Easter Road, Edinburgh, EH6 8JP","£240,000  on 5 April 2024"
"33 Malbet Wynd, Edinburgh, EH16 6AB","£325,000  on 5 April 2024"
"2 Baileyfield Road, Edinburgh, EH15 1DL","£271,500  on 5 April 2024"
"77/49 Barnton Park View, Edinburgh, EH4 6EL","£190,000  on 5 April 2024"
"4/1, Lorne Place, Edinburgh, EH6 8QT","£170,000  on 5 April 2024,£164,250  on 14 February 2020"
"1/4 West Savile Gardens, Edinburgh, EH9 3AB","£325,000  on 5 April 2024"
"5 Maurice Place, Edinburgh, EH9 3EP","£435,000  on 5 April 2024"
"4 Edina Street, Edinburgh, EH7 5PN","£242,000  on 5 April 2024"
"12/10, Dalgety Street, Edinburgh, EH7 5UL","£162,000  on 5 April 2024"
"Flat 2, 5A, St. Vincent Place, Edinburgh, EH3 5BQ","£225,000  on 4 April 2024"
"Flat 4, 36 Meadowsweet Drive, Edinburgh, EH4 8FE","£415,000  on 4 April 2024"
"20/7, Howe Street, Edinburgh, EH3 6TG","£525,000  on 4 April 2024"
"16/3 Pipe Street, Edinburgh, EH15 1BS","£225,000  on 4 April 2024,£222,444  on 8 October 2021"
"Gf, 28 Broughton Place, Edinburgh, EH1 3RT","£385,000  on 4 April 2024"
"1/10 Tay Street, Edinburgh, EH11 1DZ","£212,000  on 4 April 2024"
"106 Dundas Street, Edinburgh, EH3 6RQ","£315,000  on 4 April 2024"
"23 Macdermott Avenue, Edinburgh, EH12 0DH","£574,995  on 4 April 2024"
"11/2, Eton Terrace, Edinburgh, EH4 1QD","£520,000  on 4 April 2024"
"17 Hosie Rigg, Edinburgh, EH15 3RX","£220,000  on 4 April 2024"
"22A, Buckingham Terrace, Edinburgh, EH4 3AD","£365,000  on 4 April 2024"
"21/3, Leopold Place, Edinburgh, EH7 5LB","£552,000  on 4 April 2024"
"49 Comiston Drive, Edinburgh, EH10 5QS","£1,165,000  on 4 April 2024"
"82/11 Braid Road, Edinburgh, EH10 6AP","£550,000  on 4 April 2024"
"43/8 Elbe Street, Edinburgh, EH6 7HL","£223,750  on 4 April 2024,£190,000  on 25 November 2022"
"138 Pilton Avenue, Edinburgh, EH5 2JZ","£144,000  on 4 April 2024,£110,000  on 23 June 2023"
"17 East Pilton Farm Crescent, Edinburgh, EH5 2GG","£165,000  on 4 April 2024,£160,000  on 27 October 2021"
"5 Prospect Bank Gardens, Edinburgh, EH6 7PA","£370,000  on 4 April 2024,£324,650  on 25 September 2020"
"10 Upper Gilmore Place, Edinburgh, EH3 9NP","£386,000  on 4 April 2024,£361,500  on 29 January 2021"
"6/5 White Park, Edinburgh, EH11 1TZ","£130,000  on 4 April 2024"
"Flat 9, 2 Cunningham Square, Edinburgh, EH15 1BF","£325,995  on 4 April 2024"
"32/7, Roseburn Terrace, Edinburgh, EH12 6AN","£261,000  on 4 April 2024"
"8 House O'hill Road, Edinburgh, EH4 2AP","£530,000  on 4 April 2024"
"26 Mclaren Road, Edinburgh, EH9 2BN","£425,000  on 4 April 2024"
"15 Parliament Way, Kirkliston, EH29 9GY","£314,995  on 4 April 2024"
"15 Laichpark Place, Edinburgh, EH14 1UN","£290,100  on 4 April 2024"
"3F1, 59/5, Broughton Street, Edinburgh, EH1 3RJ","£442,000  on 4 April 2024"
"Flat 15, 10 Tinto Place, Edinburgh, EH6 5FL","£237,500  on 4 April 2024"
"3F1, 59/5, Broughton Street, Edinburgh, EH1 3RJ","£442,000  on 4 April 2024"
"Flat 15, 10 Tinto Place, Edinburgh, EH6 5FL","£237,500  on 4 April 2024"
"24/7, Roseburn Street, Edinburgh, EH12 5PR","£240,000  on 4 April 2024,£220,000  on 28 January 2022"
"14 South Laverockbank Avenue, Edinburgh, EH5 3DX","£495,450  on 4 April 2024"
"58 Springfield, Edinburgh, EH6 5SE","£240,000  on 4 April 2024"
"2/9, Albion Gardens, Edinburgh, EH7 5QF","£258,000  on 3 April 2024"
"9 Stanhope Place, Edinburgh, EH12 5HH","£590,500  on 3 April 2024,£609,119  on 9 May 2022"
"3F1, 3 Valleyfield Street, Edinburgh, EH3 9LP","£350,000  on 3 April 2024"
"Flat 5, 67 Marionville Road, Edinburgh, EH7 6FJ","£342,123  on 3 April 2024"
"Flat 15, 1 Gylemuir Lane, Edinburgh, EH12 7FE","£245,000  on 3 April 2024"
"11 Dalmeny Street, Edinburgh, EH6 8PF","£200,000  on 3 April 2024"
"6 Braid Hills Approach, Edinburgh, EH10 6JY","£880,000  on 3 April 2024,£875,214  on 29 July 2021"
"237A, Niddrie Mains Road, Edinburgh, EH16 4PA","£250,000  on 3 April 2024,£198,500  on 3 September 2020"
"1F2, 81 Henderson Row, Edinburgh, EH3 5BE","£235,000  on 3 April 2024"
"39/4 Blackford Avenue, Edinburgh, EH9 3HN","£204,650  on 3 April 2024"
"15 Stevedore Place, Edinburgh, EH6 7BF","£525,000  on 3 April 2024"
"7a William Street, Edinburgh, EH3 7NG","£80,000  on 3 April 2024"
"37/1 Cavalry Park Drive, Edinburgh, EH15 3QG","£340,000  on 3 April 2024"
"5 Royal Park Terrace, Edinburgh, EH8 8JD","£216,500  on 3 April 2024,£150,000  on 20 October 2023"
"Flat 7, 4 Firecrest Way, Edinburgh, EH4 8GP","£330,995  on 3 April 2024"
"15 Douglas Terrace, Edinburgh, EH11 2BS","£425,077  on 3 April 2024,£265,000  on 3 February 2022"
"Flat 17, 13 Pillans Place, Edinburgh, EH6 7FG","£303,500  on 3 April 2024,£260,000  on 28 October 2021"
"13/5 Blackwood Crescent, Edinburgh, EH9 1QZ","£245,000  on 3 April 2024"
"19/2 Clarendon Crescent, Edinburgh, EH4 1PU","£412,000  on 3 April 2024"
"1/8 Northfield Drive, Edinburgh, EH8 7RR","£152,500  on 3 April 2024"
"26/4, Promenade, Edinburgh, EH15 1HH","£450,000  on 3 April 2024"
"18/3, Edina Place, Edinburgh, EH7 5RP","£170,000  on 3 April 2024,£177,500  on 11 February 2022,£180,000  on 31 March 2020"
"4 Crosswood Crescent, Balerno, EH14 7HS","£495,000  on 2 April 2024"
"228 Baberton Mains Drive, Edinburgh, EH14 3EA","£429,393  on 2 April 2024"
"10 Ferguson Rigg, Newcraighall, Musselburgh, EH21 8RL","£456,000  on 2 April 2024"
"44/4 Learmonth Avenue, Edinburgh, EH4 1HT","£375,200  on 2 April 2024"
